title,company,salary,city,experience,education,hr_name,hr_title,url,description
外贸推广专员,山东坡口机械设备,21-26K,淄博,,大专,·,人事,https://www.zhipin.com/job_detail/8dca30312494ea480ndz3N-6EFFV.html,"擅长数据分析
KOL投放
信息流投放/优化经验
电商运营推广经验
KOL/社交媒体营销经验
搜索引擎投放
电商平台投放
广告投放类
信息流投放
视频投放
实体机械设备生产厂家。
周一到周六8：30-17：30工作制。
薪资不是问题，待遇不是问题。
我们需要的是专业做外贸社媒的⾼⼿。
阿⾥巴巴国际站 独立站 google 推广都需要。
迫切招聘⾼人来一起做事。
周绪香
刚刚活跃
山东坡口机械设备
·
人事"
外贸业务员,VMYTH,8-23K,淄博,,大专,"VMYTH
·
综合部负责人",BOSS直聘严禁用人单位和招聘者用户做出任何损害求职者合法权益的违法违规行为，包括但不限于扣押求职者证件、收取求职者财物、向求职者集资、让求职者入股、诱导求职者异地入职、异地参加培训、违法违规使用求职者简历等，您一旦发现此类行为， 请立即举报,https://www.zhipin.com/job_detail/6c7329d5ab02f38603xz3Nu9GFtX.html,"英语
有外贸销售经验
1.海外市场开拓：负责指定海外区域（如北美、欧洲等）的市场调研与分析，挖掘目标市场需求与潜在客户；通过展会、B2B 平台（如阿里巴巴国际站、海关数据等）、社交媒体、邮件营销等多渠道开发新客户，建立稳定的客户资源库。​
2.客户沟通与维护：以英语为主要沟通语言，与海外客户进行高效对接，精准理解客户需求，提供产品介绍、报价、样品寄送等服务；定期跟进客户，维护长期合作关系，及时解决客户在合作过程中的疑问与问题，提升客户满意度与复购率。
3.订单全流程跟进：负责外贸订单的洽谈、签订与执行，确保订单按时生产、质检、发货；跟踪货物运输进度，处理报关、清关、退税等外贸相关流程，保障订单顺利交付，及时回收货款。​
任职要求​
1.学历与专业：大专及以上学历；
2.外语能力：英语听说读写能力流利，能独立与海外客户进行商务沟通；
3.经验要求：有外贸销售相关工作经验；
4.能力素质：具备较强的市场开拓意识与销售谈判能力，敢于挑战业绩目标；拥有良好的沟通协调能力与抗压能力；工作积极主动，责任心强，具备优秀的客户服务意识与团队协作精神。
早九晚六，入职缴纳五险一金
下午茶歇，生日会，团建
薪资详情
薪资范围：7000-12000元/月
社保类型：五险一金
崔女士
刚刚活跃
VMYTH
·
综合部负责人"
高薪招聘外贸员，工作环境好,江苏领翰智能激光科技,7-22K,淄博,,大专,·,人事,https://www.zhipin.com/job_detail/ddaaeddca689571f1HJ42d27ElZZ.html,"有外贸工作经验
熟悉跨境平台操作
1.负责处理电子商务平台的管理，进行产品编辑（包括英文编辑）、更新上传等工作；
2.完成询盘处理，客户跟进，与客户进行合同签订和谈判等初步工作；
3.订单处理与跟进：处理客户订单，安排出货，处理后续售后相关事宜；
4.开展外贸业务，拓展海外市场，开发、维护海外客户等
岗位要求：
1、国际贸易或商务英语相关专业专科以上学历
2、熟悉外贸出口流程；年龄25-45岁
3、具有较好的英语水平和口语能力
4、有工作经验者优先
薪资待遇：
长白班八小时，薪资6000-12000，具体面议，缴纳五险
薪资详情
薪资范围：6000-11000元/月
职位底薪：5000元/月
社保类型：五险
提成方式：销售额提成；
王女士
刚刚活跃
江苏领翰智能激光科技
·
人事"
外贸业务员,立即沟通,7-22K,淄博,,大专,"VMYTH
·
综合部负责人",BOSS直聘严禁用人单位和招聘者用户做出任何损害求职者合法权益的违法违规行为，包括但不限于扣押求职者证件、收取求职者财物、向求职者集资、让求职者入股、诱导求职者异地入职、异地参加培训、违法违规使用求职者简历等，您一旦发现此类行为， 请立即举报,https://www.zhipin.com/job_detail/6c7329d5ab02f38603xz3Nu9GFtX.html,"英语
有外贸销售经验
1.海外市场开拓：负责指定海外区域（如北美、欧洲等）的市场调研与分析，挖掘目标市场需求与潜在客户；通过展会、B2B 平台（如阿里巴巴国际站、海关数据等）、社交媒体、邮件营销等多渠道开发新客户，建立稳定的客户资源库。​
2.客户沟通与维护：以英语为主要沟通语言，与海外客户进行高效对接，精准理解客户需求，提供产品介绍、报价、样品寄送等服务；定期跟进客户，维护长期合作关系，及时解决客户在合作过程中的疑问与问题，提升客户满意度与复购率。
3.订单全流程跟进：负责外贸订单的洽谈、签订与执行，确保订单按时生产、质检、发货；跟踪货物运输进度，处理报关、清关、退税等外贸相关流程，保障订单顺利交付，及时回收货款。​
任职要求​
1.学历与专业：大专及以上学历；
2.外语能力：英语听说读写能力流利，能独立与海外客户进行商务沟通；
3.经验要求：有外贸销售相关工作经验；
4.能力素质：具备较强的市场开拓意识与销售谈判能力，敢于挑战业绩目标；拥有良好的沟通协调能力与抗压能力；工作积极主动，责任心强，具备优秀的客户服务意识与团队协作精神。
早九晚六，入职缴纳五险一金
下午茶歇，生日会，团建
薪资详情
薪资范围：7000-12000元/月
社保类型：五险一金
崔女士
刚刚活跃
VMYTH
·
综合部负责人"
AI Agent工程师,中软国际,9-22K,潍坊,,本科,"中软国际
·
招聘专员",BOSS直聘严禁用人单位和招聘者用户做出任何损害求职者合法权益的违法违规行为，包括但不限于扣押求职者证件、收取求职者财物、向求职者集资、让求职者入股、诱导求职者异地入职、异地参加培训、违法违规使用求职者简历等，您一旦发现此类行为， 请立即举报,https://www.zhipin.com/job_detail/e657ff1d629205e80nB70ti1FFtR.html,"1.智能体架构设计:负责基于大语言模型(LLM)的AI Agent核心架构设计与开发，包括但不限于任务规划(Planning)、记忆管理(Memory)、工具调⽤(Tools)等模块的落地实现。
2.⼯作流编排:针对复杂的业务流程，设计并实现ReAct、CoT(思维链)、Self-Consistency等提⽰词策略，引导模型完成多步推理和决策。
3.工具集成开发:负责将企业内部API、第三方⼯具(搜索引擎、计算器、数据库等)封装成Agent可调用的Function/Tool，实现模型与真实世界的交互。
4.性能与成本优化:持续优化Agent的推理延迟、Token消耗和任务成功率，建立完善的评估体系(Eval)和链路追踪(Trace)，确保系统的稳定性和经济性。
5.前沿技术探索:跟进业界最新的Agent框架(如LangGraph, AutoGen, CrewAI)和多模态技术，探索其在业务场景中的应用可能性。
任职要求：
1、本科及以上学历，计算机科学、人工智能或相关专业，3年以上后端开发或算法工程经验。
2、精通Python，有良好的代码规范和工程化习惯，熟悉FastAPl/Flask等Web框架。
3、深入使用过至少一种主流Agent框架(如LangChain,Llamalndex)，并理解其底层原理(如Chain,AgentExecutor的工作机制)
4、熟悉大模型API调用（OpenAI, Anthropic, 国产模型如智谱、文心等），精通Prompt Engineering，有丰富的Function Calling实战经验。
5、熟悉RAG技术栈，了解向量数据库（如Chroma, Milvus, Qdrant）的基本原理和使用。
6、具备良好的系统调试能力，能解决Agent在实际运行中的“幻觉”、逻辑循环、工具调用失败等问题。
郝女士
刚刚活跃
中软国际
·
招聘专员"
AI战略部经理,某中型进出口贸易公司,31-36K,潍坊,,本科,·,猎头顾问,https://www.zhipin.com/job_detail/2ace2146474020950nB629q-ElZZ.html,"工作内容:
1.主导公司各业务板块AI技术的调研、选型、实施工作，基于公司现有AI模型和AIAgent,，进行数据训练、调优及效果评估，提升模型性能2.基于海量多模态数据，建立算法应⽤于经营管理分析(预测、优化模型等)、运营场景分析(知识问答、搜索推荐系统、异常检测等)，⾏业及政策研究(NLP及知识中⼼等)3.熟练运用Python编写高效稳定的爬⾍程序，从各类网站、API接口等多渠道采集数据，根据业务需求制定合理的爬虫策略，解决反爬机制，确保数据采集的准确性和完整性;持续优化爬虫性能，提升数据采集效率;
4.负责数据的存储与管理工作，熟练使用MySQL、SQLServer等数据库，设计合理的数据存储结构，确保数据的高效存储和快速查询，定期进行数据备份和维护，保障数据安全;
任职要求
1.****及以下，计算机相关专业，本科及以上学历，有丰富实践经验者优先考虑;2.熟悉Python、TensorFlow/PyTorch等框架，有Al训练和落地经验者优先;3.熟悉网络爬虫原理，有丰富的爬虫开发经验，能熟练使用Scrapy等爬虫框架和工具，熟悉常见的反爬机制及应对方法;
4.熟练掌握至少一种数据库(如MySQL、MongoDB等)的使用，了解数据库设计和优化5.有较强的学习能力和自我驱动力，能够快速掌握新技术、新工具，适应不断变化的技术环境;
认证资质
人力资源服务许可证
吴女士
慧猎科技
·
猎头顾问"
猎头顾问/管培生,北京才多对信息技术,9-24K,潍坊,,硕士,"北京才多对信息技术
·
TAM",猎头顾问/管培生 8-13K,https://www.zhipin.com/job_detail/9f5f0ad669da593b0nd-3ty1GFJU.html,"猎头顾问管培生（Executive Search Trainee）
【我们是谁】
TTC是一家以AI技术为核心的创新型招聘服务公司，通过深度融合人⼯智能与专业招聘，重塑全球化精英招聘模式，致⼒于推动⾏业变革并创造卓越价值。已接连获得源码资本、创新工场、九合创投、中关村资本、百度的融资。TTC⾃研AIAgent产品一小麦招聘，致力于让人人都拥有一个专业AI猎头顾问。
【这不是传统的""打电话""岗位】
作为管培生，你将通过6个月轮岗培养期，在AI工具赋能下，体验猎头业务全链路：
AI工具实战：掌握智能人才Mapping系统、AI候选人匹配算法、自动化沟通工具
人才情报分析：运用大数据工具进行行业人才架构研究，输出人才市场洞察报告
项目管理：在顾问指导下，独立负责全流程的中高端岗位交付（从职位分析到Offer谈判）
客户经营：参与客户深度需求诊断，学习如何用数据呈现招聘解决方案
【我们期待这样的你】
基础要求：
2024-2026届本科及以上，专业不限
对""人""和""商业""有双重好奇心，喜欢研究行业趋势和组织变革
具备AI工具学习能力：愿意尝试用ChatGPT、AI搜索、自动化工具提升工作效率
核心特质：
自驱型学习者：00后的速度感，追求快速迭代而非等待指令
抗压韧性：能接受高端人才服务的专业门槛和周期性压力
沟通同理心：真正理解候选人的职业诉求，而非简单""推销职位""
【你将获得的培养体系】
技术赋能：
配备AI猎头工作台（智能简历解析、人才图谱生成、沟通话术优化AI）
数字化工作流培训，告别低效的手工Excel管理
成长路径：
plain：
管培生（0-6月）→ 助理顾问（6-12月）→ 顾问（1-2年）→ 团队Leader（3-4年）
双导师制：业务导师（资深顾问）+ 技术导师（AI工具专家）
周度技能工作坊：行业深度分享、Offer谈判沙盘、AI工具hackathon
台女士
刚刚活跃
北京才多对信息技术
·
TAM"
资深Go后端开发工程师（全栈/AI方向）,青岛东唐影视,21-26K,潍坊,,大专,·,人事,https://www.zhipin.com/job_detail/dd9f4e9b4d7dfc250nd82ty7FlJV.html,"岗位定位：
以Go语言为核心，主导后端架构与高性能服务开发，同时具备前端开发能力以应对全链路需求，深度利⽤AI⼯具提升研发效能。
1.后端架构与核⼼开发：负责高并发、高可⽤后端服务的设计与开发（Go语言），主导数据库设计、微服务拆分及API接口定义，确保系统的稳定性与扩展性。
2.AI辅助效能提升：在日常开发中深度集成AI编程工具（如Cursor、tare、claudecode），利用AI进行复杂逻辑的代码生成、自动化单元测试编写及遗留代码重构，将开发效率提升50%以上。
3.全栈能力兜底：在专注于后端逻辑的同时，能够独立完成管理后台或前端页面的开发与维护（Vue/React），打通前后端联调的“最后一公里”。
4.AI应用落地：探索Go服务与大模型（LLM）的结合点，如开发AIAgent后端、RAG（检索增强生成）系统的数据处理管道，或优化Prompt工程在代码层面的应用。
任职要求
1.Go语言精通：3年以上Go开发经验，深入理解GMP模型、GC机制及Channel并发模式；熟练使用Gin、Go-Zero、Kratos等主流框架。
2.数据库与中间件：精通Postgresql索引优化与事务处理，熟练使用Redis缓存策略，熟悉Kafka/RocketMQ等消息队列。
3.前端技能：熟悉HTML5/CSS3/JavaScript/TypeScript，至少掌握一种主流前端框架（Vue.js或React），能独立完成前后端接口对接与页面渲染。
4.AI编程实战：必须具备使用AI辅助编程的习惯，能够熟练编写高质量Prompt让AI生成样板代码、SQL语句或正则表达式，并有实际项目落地经验。
5.工程化素养：熟悉Docker容器化部署，了解K8s基本原理，具备良好的Git工作流习惯。
加分项
参与过开源Go项目或有技术博客。
刘女士
刚刚活跃
青岛东唐影视
·
人事"
ai人工智能工程师（薪资面议）,脚印信息技术,23-29K,潍坊,,本科,·,人事经理,https://www.zhipin.com/job_detail/8be0d77b9707369e03Fy3968FFZY.html,"Docker
MySQL
Linux开发/部署经验
Python
TensorFlow
岗位要求：
1.负责AIAgent相关技术架构设计、开发与优化，支持企业在政务、金融、工业等重点行业的项目和应用落地;
2.深入业务场景，与售前团队协作，将客户需求转化为可落地的Agent解决方案与数据智能产品;
3.构建与迭代智能体开发平台，提升Agent在任务规划、工具调用、多轮对话、自主学习等方面的能力;
4.实施RAG企业知识库搭建，开展文档解析、向量存储、检索优化，提升强逻辑场景知识获取的准确率;
5.跟踪AIAgent前沿技术路线，推动技术选型与工程化实践，参与制定相关开发规范与标准。
任职要求:
1.本科及以上学历，计算机、人工智能、软件工程等相关专业，1年以上AI项目开发经验;
2.熟练掌握主流编程语言或者VibeCoding+Skills，具有扎实的算法基础和工程实现能力;
3.熟悉LangChain、LangGraph、AutoGen、Dify等Agent开发框架，有基于大模型的智能体系统实战经验;
4.深入理解Agent和LLM原理，熟悉大模型相关技术栈熟练使用Trae/Cursor/Qoder/Antigravity其中之一;
5.参与过企业级Agent平台设计和实现，有Prompt调优、RAG系统调优、上下文压缩等优化经验的优先；
6.熟悉Docker、Linux的操作和基础知识，有开源项目部署调试经验的优先；
7.熟悉Python、Java等至少一种后端开发语言，具备良好的编码与调试能力，有后端应用开发经验的优先。
姚女士
刚刚活跃
脚印信息技术
·
人事经理"
AI Agent开发工程师,威尔博智能,23-29K,潍坊,,本科,·,人事总监,https://www.zhipin.com/job_detail/599f661aac69882e0nd82du6FlNT.html,"Java
搜索算法
图像算法
运筹优化算法
深度学习
大模型算法
自然语言处理算法
大数据处理框架(Spark/Hadoop/Hive)
算法工程化经验
嵌入式开发
优秀开源项目经历
推荐算法
发表算法相关优秀论文
C/C++
机器学习
强化学习
参加算法相关竞赛/获奖
Python
1. 参与公司各产品线的智能体模块开发，提升产品侧的数智化体验
2.参与公司AI Agent平台能力建设，支持 Agent 在客户终端、工具链提效等场景的高效集成与运⾏
3. Agent 系统设计：设计并开发具备多步规划（Planning）、记忆（Memory）和⼯具调⽤（Tool Use）能力的 AI Agent。
​4. RAG 架构优化： 构建高性能的知识库检索系统，优化 Embedding、向量数据库索引及重排（Rerank）逻辑，提升 Agent 的回复准确率。
​5. ⼯作流自动化： 将复杂的业务流程抽象为有向无环图（DAG），利用 AI 实现任务的闭环处理。
​6. 模型调优与部署： 负责本地大模型的量化、私有化部署及 Prompt Engineering 优化。
​7. 前沿技术预研： 跟踪 AI Agent 领域的最新进展，并将其转化为公司产品的核心竞争力。
任职要求
​1. 技术功底： 2 年以上AI Agent开发经验，熟悉异步编程，代码风格整洁，对算法复杂度有敏感度。
​2. AI 实践： 熟悉主流大模型 API，深入理解 Transformer 架构及 Prompt Engineering，有实际的AI相关框架开发经验。
​3. 数据素养： 熟悉一种或多种向量数据库（如 Milvus, Pinecone, Chroma），理解向量检索的基本原理。
​4. 工程能力： 熟练使用 Docker，有 Linux 服务器环境下的部署和运维经验。
​5. 自驱动力： 具备极强的学习能力，能阅读最新的论文并复现代码，对 AI 改变世界有强烈的热忱。
6. 熟练使用AI编程助手（如Cursor、Claude Code等）辅助开发。
加分项
• 本地化部署经验： 有部署高性能本地推理服务的经验。
• 深入掌握Agent架构核心组件设计原理和调优方案，包含Prompt Engineering、MCP、RAG、长短期记忆、模型微调等。
• 复杂 Graph 实践：处理过循环状态流（Cyclic Graphs）或复杂的多 Agent 协作方案。
• 垂直领域经验： 熟悉营销自动化流程或政企软件系统对接经验者优先。
• 全栈基因： 了解 Next.js 或 React，能独立完成 Agent 的 Demo 前端交互开发。
唐信王
本周活跃
威尔博智能
·
人事总监"
AI agent专家 青岛/潍坊/北京,歌尔股份,31-41K,潍坊,,硕士,"歌尔股份
·
总监",BOSS直聘严禁用人单位和招聘者用户做出任何损害求职者合法权益的违法违规行为，包括但不限于扣押求职者证件、收取求职者财物、向求职者集资、让求职者入股、诱导求职者异地入职、异地参加培训、违法违规使用求职者简历等，您一旦发现此类行为， 请立即举报,https://www.zhipin.com/job_detail/cc086cc1cf66cbb803Vz0964EVdQ.html,"Agent 编排
制造业
大模型
多模态
智能化
主要职责：
设计、开发和优化AI Agent系统，包括对话式代理、任务导向型代理和多模态代理。
研究并应用先进的机器学习、深度学习和强化学习算法，提升AI Agent的智能性和交互能力。
与产品、工程和数据团队紧密合作，将AI Agent技术集成到现有平台或产品中。
分析用户行为和反馈，持续优化AI Agent的性能和用户体验。
跟踪AI领域的最新进展，探索新的技术方向并将其应用于AI Agent开发。
编写技术文档，分享最佳实践，并指导团队成员提升技术能力。
参与AI Agent的应用场景设计，提出创新解决方案以满足业务需求。
任职要求：
计算机科学、人工智能、机器学习或相关领域的硕士或博士学位。
至少3年AI Agent或相关领域（如对话系统、智能助手、强化学习等）的工作经验。
熟练掌握机器学习、深度学习、自然语言处理等技术，并有实际项目经验。
熟悉常见的AI开发框架和工具，如TensorFlow、PyTorch、Hugging Face等。
具备扎实的编程能力，熟练使用Python、Java、C++等编程语言。
具备良好的问题解决能力和创新思维，能够应对复杂的技术挑战。
出色的沟通能力和团队协作精神，能够跨部门推动项目进展。
有AI Agent在电商、客服、教育等领域落地经验者优先。
李先生
2周内活跃
歌尔股份
·
总监"
大模型开发工程师（AI Agent方向）,某大型计算机软件公司,31-36K,潍坊,,本科,·,猎头顾问,https://www.zhipin.com/job_detail/f9bc9b5fef022da70nZy09W5ElJS.html,"AI Agent
LLM
GO
Python
大模型
1. 负责 AI Agent 系统的全生命周期开发工作，涵盖从架构设计到详细的工作流搭建，全面的测试优化以及最终的上线部署；
2. 深⼊探索 LLM、RAG、MCP 等前沿技术，并研究与现有系统的融合⽅案，推动技术在实际项⽬中的落地应用，提升系统的智能化水平；
3. 紧密跟踪 AI 技术的前沿动态，及时将新技术引⼊到项目中，对现有 AI Agent 系统进行持续优化；
4. 主导 AI Agent 核心功能模块的开发，包括但不限于多 Agent 协作机制、精准的意图识别系统、高效的记忆管理系统、强大的知识库以及灵活的工具调用模块，确保 Agent 能够高效、智能地完成各项任务；
5. 积极与产品经理、设计师和业务团队开展紧密合作，将需求准确转化为切实可行的技术方案，参与技术方案的讨论与评审；
6. 负责设计并搭建 AI Agent 的监控与评估体系，对运行数据的实时监测和深入分析，持续优化系统性能，确保系统能够稳定、可靠地运行。
任职要求：
1. 本科及以上学历，计算机科学、人工智能等相关专业者优先；
2. 精通 GO 或 Python 及 AI 应用开发框架，如 LangChain、LangGraph 等，拥有 coze、dify 等低代码平台的 Agent 搭建经验，能够熟练运用框架解决实际问题；
3. 对 RAG 技术有深入理解，具备丰富的向量数据库实践经验，能够独立设计和实施高效的向量化数据检索解决方案；
4. 熟练掌握 Prompt 工程技术，能够运用 prompt 对复杂问题进行合理拆解、精准规划和有效执行；
5. 熟悉多 Agent 协作架构与任务调度逻辑，能够设计和开发高效的多 Agent 协作系统，实现复杂任务的协同处理；
6. 有微调实际项目经验优先。
认证资质
人力资源服务许可证
王喆
特驰咨询
·
猎头顾问"
AI agent工程师,某大型互联网云计算平台上市公司,41-61K,潍坊,,本科,·,猎头顾问,https://www.zhipin.com/job_detail/249effe785e5c0780nB73Nq9GFVV.html,"*本科及以上学历，计算机科学、软件⼯程等相关专业。
*8年以上技术研发经验，其中⾄少3年团队的经验。
*具备⼤型软件系统或互联网平台的架构设计经验，精通至少⼀门前/后端语言及主流技术框架。过来后做AI agent提效。
认证资质
人力资源服务许可证
宫女士
生长咨询
·
猎头顾问"
AI智能体(AI Agent)系统开发工程师,海创智图,26-36K·24薪,潍坊,,本科,"海创智图
·
经理",BOSS直聘严禁用人单位和招聘者用户做出任何损害求职者合法权益的违法违规行为，包括但不限于扣押求职者证件、收取求职者财物、向求职者集资、让求职者入股、诱导求职者异地入职、异地参加培训、违法违规使用求职者简历等，您一旦发现此类行为， 请立即举报,https://www.zhipin.com/job_detail/e914c4a7dbc8212403F629u8EFZQ.html,"图像算法
深度学习
大模型算法
多模态算法
算法工程化经验
优秀开源项目经历
推荐算法
C/C++
机器学习
强化学习
参加算法相关竞赛/获奖
SLAM算法
模型加速/性能优化
Python
可以提供具体实操项目方案的优先考虑。
一、核心技能要求
1. 大模型应用与调优
• 熟悉DeepSeek、ChatGPT等大模型的部署、调优及微调，具备模型性能优化经验
• 掌握LangChain、CHATGPT、coze、dify等智能体开发框架，熟悉RAG、工具调用（Tool Calling）知识库搭建等技术栈
2. 编程与开发能力
• 精通Python/Java等主流语言，具备算法实现与系统开发能力
• 熟悉云原生技术（Docker/Kubernetes）及分布式系统设计
3. AI算法与工程化
• 熟悉机器学习/深度学习算法，具备模型工程化落地经验（如模型压缩、推理优化）
• 有NLP、计算机视觉或多模态交互项目经验者优先
二、业务场景能力
1. 智能体全流程开发
• 能独立完成智能体架构设计，包括任务规划、多轮对话管理、知识库构建等模块
• 具备将AI技术与渔业等垂直场景结合的创新能力
2. 数据与系统优化
• 熟悉数据喂养、模型训练迭代流程，能通过数据驱动提升智能体性能
• 具备高并发处理、系统稳定性保障及资源优化经验
三、软性素质要求
1. 学习与协作能力
• 对AI前沿技术（如多模态大模型、具身智能）保持敏感，具备快速学习能力
• 跨部门推动技术落地，具备项目管理与团队协作经验
2. 行业适配性
• 优先考虑有渔业、电商、医疗、工业等垂直领域AI项目经验者
• 对业务需求有深刻理解，能将技术解决方案与业务目标对齐
四、加分项
• 有开源项目贡献或智能体竞赛经验
• 熟悉AutoML、LLMOps等自动化工具链
• 具备智能客服等技术背景者优先
李先生
本周活跃
海创智图
·
经理"
IT产品经理（品牌与营销方向）,海信技术服务,23-35K·25薪,潍坊,,本科,·,招聘者,https://www.zhipin.com/job_detail/8e668380890c78cb0nZ829y5FVFS.html,"B端产品
中后台产品
直播/视频产品
AI产品
内容产品
社交产品
1.  活动系统战略规划：基于公司营销战略目标，制定营销活动管理平台的中长期战略与产品路线图，规划活动工具（优惠券、裂变引擎、任务中心、抽奖系统）的产品架构，支持快速配置多类型活动，对活动参与率、转化率等核⼼指标负责。
2.  活动需求挖掘与设计：深⼊营销全业务场景，挖掘运营团队及⽤户需求，设计创新活动玩法（如秒杀、拼团、红包裂变、积分兑换）；梳理活动流程痛点，输出PRD及流程设计文档，定义活动规则、优惠计算逻辑与风控机制（防薅羊⽑）。
3.  产品全生命周期管理：主导营销活动系统的全流程建设，包括需求评审、研发协同、测试验收、上线发布及版本迭代；推动活动系统与营销中台、库存、流量等相关系统的对接打通，实现数据互通与流程闭环。
4.  数据驱动产品优化：建立活动产品核心指标体系（如参与率、分享率、转化率、ROI），通过A/B测试及数据分析识别流程瓶颈与产品优化点；推动活动工具产品化，优化活动配置效率、高并发性能与数据实时反馈能力，降低运营成本。
5.  团队与跨部门协同：管理营销活动产品团队，明确工作目标与分工，提升团队业务与产品专业能力；协同研发、运营、设计、供应链团队，保障活动与库存、流量匹配，推动大促活动顺利落地，解决跨部门协作问题。
任职要求：
必备条件：
本科及以上学历，6年及以上IT工作经验，具备独立国际版本系统产品规划、产品设计能力。
出色的英语能力： 具备专业的英文UI文案撰写、润色及校对能力；能无障碍阅读并理解复杂的英文产品文档、市场报告及行业资讯。
出色的产品规划与项目管理能力，有成功领导跨职能项目从0到1落地的经验。
卓越的沟通、协作和讲故事的能力。
优先条件：
拥有海外总部或分公司的工作经验，深刻理解跨文化工作环境和国际市场用户习惯。
在品牌营销、数字营销和产品营销三个领域均有实战经验，并能进行有效整合。
有AIagent、SaaS模式系统经验、科技或互联网行业背景者优先。
具备基础的数据分析能力，熟悉Google Analytics, SQL 或类似工具者加分
刘继伟
刚刚活跃
海信技术服务
·
招聘者"
高级Java开发工程师,聚好看,24-31K·24薪,潍坊,,本科,"聚好看
·
面向终端开发部部长",BOSS直聘严禁用人单位和招聘者用户做出任何损害求职者合法权益的违法违规行为，包括但不限于扣押求职者证件、收取求职者财物、向求职者集资、让求职者入股、诱导求职者异地入职、异地参加培训、违法违规使用求职者简历等，您一旦发现此类行为， 请立即举报,https://www.zhipin.com/job_detail/1abf5ecc13102c5e1XZ72t-4EVVS.html,"Nginx
分布式经验
SpringCloud
Kafka
接受无前端经验/技能
架构师
Redis
SpringBoot
Spring
微服务经验
MySQL
服务器端开发
微服务架构
架构设计经验
高级软件工程师
后端开发
职责描述：
1.负责移动、TV客户端后台API的设计、开发工作；
2.负责后台基础架构和业务逻辑的设计、实现；
3.负责与公司其它后台组件、第三方云接口的对接；
4.负责高并发、海量数据等方面的架构设计和性能调优。
5.探索多模态大模型的服务化架构创新。
6.有AIAgent相关开发经验，理解工作原理，具备业务落地经验。
任职资格
1.大学本科及以上学历；
2.具备扎实的Java编程基础，熟悉常见的设计模式，有良好的编码习惯；
3.精通Java EE的主流开源框架，并了解其原理和机制，如Spring、iBatis、Struts等；
4.熟悉MySQL等数据库技术，对SQL优化有一定的经验。
郭伟
刚刚活跃
聚好看
·
面向终端开发部部长"
AI agent架构师,海博科技,31-41K·25薪,潍坊,,硕士,·,HRBP,https://www.zhipin.com/job_detail/ffc5f3bbac20da6b0nZy2N-0GFVZ.html,"Python
分布式技术
RAG
Agent
智能体项目
1.智能体架构与核心算法研发：设计基于大语言模型的智能体框架，实现任务规划、工具调⽤、记忆管理、反思与学习等核⼼机制。
2.复杂⼯作流编排：使用 LangChain、LangGraph、AutoGen 等框架，搭建可解释、可扩展的多步推理与决策链路。
3.工具⽣态集成与开发：为智能体设计和封装各类内部/外部工具（API、数据库、专业技能工具），扩展其能力边界。
4.模型优化与对齐：基于业务场景对开源大模型进行指令微调、提示工程优化及RAG系统设计，解决幻觉、精度等问题。
5.系统工程与落地：将智能体算法集成到产品中，负责性能评估、监控和持续迭代，关注延迟、吞吐量和成本。
任职要求：
1.编程与框架：精通 Python，熟悉 PyTorch/TensorFlow。必须熟悉 LangChain、AutoGen、LlamaIndex 等至少一种主流 Agent 开发框架。
2.核心能力：深入理解 Agent 核心技术，如 ReAct、CoT、Function Calling、RAG、记忆管理等。
3.模型经验：有大语言模型微调、提示工程或相关项目经验，理解 Transformer 架构。
经验与学历：
硕士及以上学历，计算机、人工智能等相关专业
加分项：
1.具备多智能体协作、强化学习、分布式系统开发经验。
2.有特定垂直领域的业务理解与项目经验。
3.在顶级会议发表过相关论文或参与知名开源项目。
杨凯
刚刚活跃
海博科技
·
HRBP"
